🇨🇳 | 中央频道,#genre#
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8$超清1080P
CCTV14,http://39.134.67.110/PLTV/88888888/224/3221225674/index.m3u8$超清1080P
CCTV14,http://222.175.159.226:808/hls/15/index.m3u8$超清1080P
CCTV14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8$超清1080P

CCTV15,http://111.20.33.93/TVOD/88888888/224/3221225785/index.m3u8超清1080P
CCTV15,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000205003.m3u8$超清1080P
CCTV15,http://111.20.33.70/TVOD/88888888/224/3221225785/index.m3u8$超清1080P
CCTV15,http://219.140.56.34:3333/tsfile/live/1015_1.m3u8$超清1080P
CCTV15,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8$超清1080P
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8?icpid=88888888&from=30&hms_devid=1452$超清1080P
CCTV15,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8$高清1080P
CCTV15,http://39.134.67.110/PLTV/88888888/224/3221225513/index.m3u8$高清1080P

CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8$4K
CCTV16,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012492303.m3u8$4K
CCTV16,http://111.20.33.70/TVOD/88888893/224/3221226921/index.m3u8$超清1080P
CCTV16,http://39.135.138.58:18890/TVOD/88888910/224/3221226230/index.m3u8$超清1080P
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8$超清1080P

CCTV17,http://39.134.32.102:6610/270000001111/1110000391/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV17,http://39.134.67.110/PLTV/88888888/224/3221225708/index.m3u8$超清1080P
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8$超清1080P
CCTV17,http://111.20.33.70/TVOD/88888893/224/3221226198/index.m3u8$超清1080P
CCTV17,http://111.20.33.70/TVOD/88888893/224/3221226198/index.m3u8超清1080P
CCTV17,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8超清1080P
CCTV17,http://111.32.169.223/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2000204203.m3u8超清1080P
CCTV17,http://219.140.56.34:3333/tsfile/live/0019_1.m3u8超清1080P
CCTV17,http://222.175.159.226:808/hls/18/index.m3u8$超清1080P
冬奥纪实,http://111.20.33.70/PLTV/88888893/224/3221226232/index.m3u8$超清1080P
CGTN,http://111.20.33.93/TVOD/88888888/224/3221225745/index.m3u8$超清1080P
CETV1,https://txycsbl.centv.cn/zb/0628cetv1.m3u8$超清1080P
CETV1,http://111.20.33.93/TVOD/88888888/224/3221225753/index.m3u8$超清1080P
CETV2,http://111.20.33.93/TVOD/88888888/224/3221225756/index.m3u8$超清1080P

CCTV第一剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514403.m3u8$超清1080P
CCTV怀旧剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012511203.m3u8$超清1080P
CCTV世界地理,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513303.m3u8$超清1080P
CCTV文化精品,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513803.m3u8$超清1080P
CCTV女性时尚,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513903.m3u8$超清1080P
CCTV风云剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513603.m3u8$超清1080P
CCTV风云足球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514203.m3u8$超清1080P
CCTV风云音乐,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514103.m3u8$超清1080P
CCTV兵器科技,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513403.m3u8$超清1080P
CCTV卫生健康,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513503.m3u8$超清1080P
CCTV高尔夫网球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012512503.m3u8$超清1080P
CCTV怀旧剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012511203.m3u8$高清720P
CCTV世界地理,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513303.m3u8$超清1080P
CCTV移动,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8$超清1080P
发现之旅,http://111.20.33.70/PLTV/88888893/224/3221226235/index.m3u8$高清720P
老故事,http://111.20.33.70/PLTV/88888893/224/3221226236/index.m3u8$高清720P
🇨🇳 | 卫视频道,#genre#
安徽卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240256_1/playlist.m3u8?CONTENTID=00000110240256_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
北京卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240129_1/playlist.m3u8?CONTENTID=00000110240129_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
东方卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240242_1/playlist.m3u8?CONTENTID=00000110240242_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
东南卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240588_1/playlist.m3u8?CONTENTID=00000110240588_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
广东卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
贵州卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240318_1/playlist.m3u8?CONTENTID=00000110240318_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
河北卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240317_1/playlist.m3u8?CONTENTID=00000110240317_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
黑龙江卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
湖北卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240135_1/playlist.m3u8?CONTENTID=00000110240135_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
湖南卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
吉林卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240399_1/playlist.m3u8?CONTENTID=00000110240399_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
江苏卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240133_1/playlist.m3u8?CONTENTID=00000110240133_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
江西卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240398_1/playlist.m3u8?CONTENTID=00000110240398_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
金鹰纪实,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240303_1/playlist.m3u8?CONTENTID=00000110240303_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
辽宁卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
辽宁卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
山东卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240254_1/playlist.m3u8?CONTENTID=00000110240254_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
深圳卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
天津卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240136_1/playlist.m3u8?CONTENTID=00000110240136_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
浙江卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240134_1/playlist.m3u8?CONTENTID=00000110240134_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
重庆卫视,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240397_1/playlist.m3u8?CONTENTID=00000110240397_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR$高清爱尚
江苏卫视,https://live.v1.mk/api/bestv.php?id=jswshd8m/8000000$高清8M
广西卫视 ,https://live.v1.mk/api/bestv.php?id=gxwshd8m/8000000$高清8M
四川卫视 ,https://live.v1.mk/api/bestv.php?id=scwshd/8000000$高清8M
湖南卫视 ,https://live.v1.mk/api/bestv.php?id=hunanwshd8m/8000000$高清8M
浙江卫视 ,https://live.v1.mk/api/bestv.php?id=zjwshd8m/8000000$高清8M
东方卫视 ,https://live.v1.mk/api/bestv.php?id=dfwshd8m/8000000$高清8M
北京卫视 ,https://live.v1.mk/api/bestv.php?id=bjwshd8m/8000000$高清8M
天津卫视 ,https://live.v1.mk/api/bestv.php?id=tjwshd8m/8000000$高清8M
辽宁卫视 ,https://live.v1.mk/api/bestv.php?id=lnwshd8m/8000000$高清8M
安徽卫视 ,https://live.v1.mk/api/bestv.php?id=ahwshd8m/8000000$高清8M
黑龙江卫视 ,https://live.v1.mk/api/bestv.php?id=hljwshd8m/8000000$高清8M
广东卫视 ,https://live.v1.mk/api/bestv.php?id=gdwshd8m/8000000$高清8M
深圳卫视 ,https://live.v1.mk/api/bestv.php?id=szwshd8m/8000000$高清8M
湖北卫视 ,https://live.v1.mk/api/bestv.php?id=hubeiws8m/8000000$高清8M
吉林卫视 ,https://live.v1.mk/api/bestv.php?id=jlwshd8m/8000000$高清8M
山东卫视 ,https://live.v1.mk/api/bestv.php?id=sdws8m/8000000$高清8M
江西卫视 ,https://live.v1.mk/api/bestv.php?id=jxws8m/8000000
河南卫视 ,https://live.v1.mk/api/bestv.php?id=hnwshd8m/8000000$高清8M
河北卫视 ,https://live.v1.mk/api/bestv.php?id=hbwshd8m/8000000$高清8M
甘肃卫视 ,https://live.v1.mk/api/bestv.php?id=gswshd8m/8000000$高清8M
重庆卫视 ,https://live.v1.mk/api/bestv.php?id=cqws8m/8000000$高清8M
东南卫视 ,https://live.v1.mk/api/bestv.php?id=dnwshd8m/8000000$高清8M
云南卫视 ,https://live.v1.mk/api/bestv.php?id=ynwshd8m/8000000$高清8M
贵州卫视 ,https://live.v1.mk/api/bestv.php?id=gzwshd8m/8000000$高清8M
海南卫视 ,https://live.v1.mk/api/bestv.php?id=hainanwshd8m/8000000$高清8M
欢笑剧场 ,https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000$高清8M
劲爆体育 ,https://live.v1.mk/api/bestv.php?id=jbtyhd8m/8000000$高清8M
快乐垂钓 ,https://live.v1.mk/api/bestv.php?id=klcd8m/8000000$高清8M
金鹰纪实 ,https://live.v1.mk/api/bestv.php?id=jyjs8m/8000000$高清8M
戏曲精选 ,https://live.v1.mk/api/bestv.php?id=xqjx8m/8000000$高清8M
上海第一财经 ,https://live.v1.mk/api/bestv.php?id=dycjhd8m/8000000$高清8M
上视新闻 ,https://live.v1.mk/api/bestv.php?id=xwzhhd8m/8000000$高清8M
上海都市 ,https://live.v1.mk/api/bestv.php?id=dshd8m/8000000$高清8M
上海纪实 ,https://live.v1.mk/api/bestv.php?id=jspdhd/4000000$高清8M
东方影视 ,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000$高清8M
五星体育 ,https://live.v1.mk/api/bestv.php?id=wxtyhd8m/8000000$高清8M
上视外语 ,https://live.v1.mk/api/bestv.php?id=icshd8m/8000000$高清8M
七彩戏剧 ,https://live.v1.mk/api/bestv.php?id=qcxjhd8m/8000000$高清8M
上海教育 8M,https://live.v1.mk/api/bestv.php?id=setvhd/8000000$高清8M
全纪实 ,https://live.v1.mk/api/bestv.php?id=qjshd8m/8000000$高清8M
生活时尚 ,https://live.v1.mk/api/bestv.php?id=shss8m/8000000$高清8M
新视觉 ,https://live.v1.mk/api/bestv.php?id=xsjhd8m/8000000$高清8M
游戏风云 8M,https://live.v1.mk/api/bestv.php?id=yxfy8m/8000000$高清8M
热门综艺 ,https://live.v1.mk/api/bestv.php?id=rmzy8m/8000000$高清8M
超级体育 ,https://live.v1.mk/api/bestv.php?id=qcsj8m/8000000$高清8M
健康养生 ,https://live.v1.mk/api/bestv.php?id=jkys8m/8000000$高清8M
百变课堂 8M,https://live.v1.mk/api/bestv.php?id=bbkt8m/8000000$高清8M
看天下精选 ,https://live.v1.mk/api/bestv.php?id=ktxjx8m/8000000$高清8M
华语影院 8M,https://live.v1.mk/api/bestv.php?id=hyyy8m/8000000$高清8M
电竞天堂 ,https://live.v1.mk/api/bestv.php?id=djtt8m/8000000$高清8M
青春动漫 ,https://live.v1.mk/api/bestv.php?id=qcdm8m/8000000$高清8M
宝宝动画 ,https://live.v1.mk/api/bestv.php?id=bbdh8m/8000000$高清8M
星光影院 ,https://live.v1.mk/api/bestv.php?id=xgyy8m/8000000$高清8M
谍战剧场 ,https://live.v1.mk/api/bestv.php?id=dzjc8m/8000000$高清8M
全球大片 ,https://live.v1.mk/api/bestv.php?id=qqdp8m/8000000$高清8M
热门剧场 ,https://live.v1.mk/api/bestv.php?id=rmjc8m/8000000$高清8M
陶瓷高清 ,https://live.v1.mk/api/bestv.php?id=taocihd/8000000$高清8M
中国教育-1 ,https://live.v1.mk/api/bestv.php?id=zgjy1t8m/8000000$高清8M
中国教育-4 ,https://live.v1.mk/api/bestv.php?id=zgjy4hd8m/8000000$高清8M
卡酷少儿 ,https://live.v1.mk/api/bestv.php?id=kkse8m/8000000$高清8M
纪实科教 ,https://live.v1.mk/api/bestv.php?id=dajs8m/8000000$高清8M
茶频道 ,https://live.v1.mk/api/bestv.php?id=cpdhdavs8m/8000000$高清8M
足球高清 ,https://live.v1.mk/api/bestv.php?id=zqpd8m/8000000$高清8M
炫动卡通 ,https://live.v1.mk/api/bestv.php?id=hhxd8m/8000000$高清8M
东方财经 ,https://live.v1.mk/api/bestv.php?id=dfcjhd8m/8000000$高清8M
都市剧场 ,https://live.v1.mk/api/bestv.php?id=dsjc8m/8000000$高清8M
动漫秀场 ,https://live.v1.mk/api/bestv.php?id=dmxc8m/8000000$高清8M
法治天地 ,https://live.v1.mk/api/bestv.php?id=fztd8m/8000000$高清8M
金色学堂 ,https://live.v1.mk/api/bestv.php?id=jingsepd8m/8000000$高清8M
魅力足球 ,https://live.v1.mk/api/bestv.php?id=mlyyhd8m/8000000$高清8M
东南卫视，http://118.24.227.124/__cl/cg:live/__c/dongnanHD/__op/default/__f/index.m3u8$高清8M
东方卫视，http://118.24.227.124/__cl/cg:live/__c/shanghaiHD/__op/default/__f/index.m3u8$高清8M
云南卫视，http://118.24.227.124/__cl/cg:live/__c/yunnanSD/__op/default/__f/index.m3u8$高清8M
北京卫视，http://118.24.227.124/__cl/cg:live/__c/beijingHD/__op/default/__f/index.m3u8$高清8M
吉林卫视，http://118.24.227.124/__cl/cg:live/__c/jilinHD/__op/default/__f/index.m3u8$高清8M
四川卫视，http://118.24.227.124/__cl/cg:live/__c/sichuanHD/__op/default/__f/index.m3u8$高清8M
天津卫视，http://118.24.227.124/__cl/cg:live/__c/tianjinHD/__op/default/__f/index.m3u8$高清8M
宁夏卫视，http://118.24.227.124/__cl/cg:live/__c/ningxia/__op/default/__f/index.m3u8$高清8M
安徽卫视，http://118.24.227.124/__cl/cg:live/__c/anhuiSD/__op/default/__f/index.m3u8$高清8M
山西卫视，http://118.24.227.124/__cl/cg:live/__c/shanxiSD/__op/default/__f/index.m3u8$高清8M
广东卫视，http://118.24.227.124/__cl/cg:live/__c/guangdongHD/__op/default/__f/index.m3u8$高清8M
广西卫视，http://118.24.227.124/__cl/cg:live/__c/guangxiHD/__op/default/__f/index.m3u8$高清8M
新疆卫视，http://118.24.227.124/__cl/cg:live/__c/xinjiangSD/__op/default/__f/index.m3u8$高清8M
江苏卫视，http://118.24.227.124/__cl/cg:live/__c/jiangsuHD/__op/default/__f/index.m3u8$高清8M
江西卫视，http://118.24.227.124/__cl/cg:live/__c/jiangxiHD/__op/default/__f/index.m3u8$高清8M
河北卫视，http://118.24.227.124/__cl/cg:live/__c/hebeiSD/__op/default/__f/index.m3u8$高清8M
河南卫视，http://118.24.227.124/__cl/cg:live/__c/henanHD/__op/default/__f/index.m3u8$高清8M
浙江卫视，http://118.24.227.124/__cl/cg:live/__c/zhejiangHD/__op/default/__f/index.m3u8$高清8M
